Ant4,Ant260,Ant52,Ant540,Ant6,Ant7,Ant19,Ant26,Ant30,Ant38,Ant60,Ant64,Ant73,Ant76,Ant148,Ant158,Ant191,Ant202,Ant209,Ant268,Ant308,Ant311,Ant518,Ant620,Ant0,Ant13,Ant23,Ant27,Ant29,Ant32,Ant42,Ant43,Ant44,Ant50,Ant55,Ant63,Ant97,Ant98,Ant100,Ant109,Ant113,Ant115,Ant117,Ant127,Ant137,Ant139,Ant142,Ant149,Ant153,Ant156,Ant159,Ant169,Ant173,Ant176,Ant178,Ant186,Ant190,Ant207,Ant215,Ant217,Ant218,Ant219,Ant232,Ant238,Ant242,Ant243,Ant255,Ant257,Ant289,Ant294,Ant298,Ant324,Ant332,Ant342,Ant347,Ant356,Ant380,Ant387,Ant390,Ant394,Ant395,Ant400,Ant437,Ant458,Ant462,Ant475,Ant482,Ant492,Ant501,Ant507,Ant530,Ant538,Ant552,Ant560,Ant564,Ant593,Ant599,Ant614,Ant621
7,31,0,1,5,0,21,13,15,12,3,17,11,8,0,4,1,2,39,1,0,7,3,2,0,4,9,5,1,17,1,5,5,0,7,1,17,7,0,6,10,6,9,4,1,0,6,8,17,0,0,2,0,2,1,8,0,0,0,16,0,1,20,0,0,1,11,16,7,1,7,22,7,8,15,5,0,4,0,0,0,5,0,3,13,22,0,3,1,8,9,1,10,14,4,5,19,0,0
12,23,2,5,5,4,9,9,29,24,7,15,4,1,5,15,0,8,7,4,7,0,7,0,0,4,4,19,10,5,4,7,18,1,6,2,10,15,9,0,5,4,13,0,1,1,20,21,10,2,1,0,0,8,6,3,8,6,1,14,4,0,6,9,4,1,16,5,9,6,1,8,16,1,1,10,1,1,3,5,2,3,0,0,13,9,4,8,5,9,4,1,8,12,8,6,9,6,8
1,10,0,3,12,2,9,8,17,16,7,8,5,5,4,4,0,4,12,1,3,7,0,1,0,3,4,13,6,9,1,15,4,0,0,0,2,6,8,1,7,7,5,0,1,0,20,3,5,1,1,0,0,1,2,4,0,2,0,13,0,0,23,2,0,7,21,7,7,5,1,6,10,8,7,10,0,15,0,0,1,5,0,5,5,12,7,6,3,10,7,3,1,2,1,1,13,1,8
4,10,8,8,2,8,4,3,4,7,3,2,0,3,0,11,19,18,5,4,2,0,1,0,11,18,7,11,6,1,9,0,0,3,1,8,10,6,0,1,1,1,9,18,0,3,3,0,0,1,5,21,0,3,26,1,5,2,3,2,10,1,3,0,7,6,2,7,4,0,3,2,1,2,3,1,1,8,2,3,5,3,3,15,3,2,5,1,38,0,0,7,10,1,14,5,9,8,0
0,0,0,1,0,6,0,1,0,0,1,2,0,2,0,6,8,7,0,6,0,0,0,11,0,3,3,1,3,0,9,0,0,11,2,0,0,1,0,0,2,0,2,2,1,0,0,0,0,5,3,3,5,1,2,0,0,5,1,0,7,9,0,0,4,3,0,0,1,0,2,0,0,0,0,0,2,1,5,0,2,0,7,6,0,0,1,3,1,1,0,5,0,1,5,0,5,4,0
8,4,2,8,1,0,4,3,0,8,1,4,2,4,0,13,4,21,9,3,4,4,3,18,3,0,3,1,8,0,2,2,5,0,0,3,3,7,0,3,3,1,9,0,7,4,0,0,4,3,4,1,1,0,42,1,12,5,2,3,7,0,6,0,13,4,0,4,10,1,5,7,2,0,1,2,4,0,0,2,5,6,6,0,3,4,6,7,7,5,1,9,5,2,4,2,3,26,0
4,17,0,7,20,2,6,7,16,20,10,8,6,7,3,5,0,3,7,2,9,4,4,7,3,3,0,6,12,10,4,4,3,0,0,0,7,10,1,5,21,5,8,10,1,0,23,17,1,0,0,0,0,5,0,0,4,15,3,10,2,0,11,13,0,7,18,13,3,20,9,2,22,0,19,11,0,3,1,0,1,0,0,3,8,12,2,18,3,23,5,0,2,11,0,2,15,0,2
3,33,4,1,5,0,23,14,20,26,13,23,3,6,0,16,1,21,15,2,5,19,13,11,1,1,6,0,10,3,6,3,10,3,1,1,22,6,0,1,5,0,5,1,0,2,15,1,5,4,0,0,0,0,10,0,8,8,0,3,3,0,10,0,2,8,4,6,11,0,8,15,11,1,4,10,2,13,1,1,3,1,4,6,4,13,2,7,8,2,1,1,5,9,5,4,15,1,1
1,2,6,10,0,4,2,12,1,10,10,2,2,3,0,1,2,4,4,3,1,10,6,6,3,8,12,10,0,1,9,0,1,1,4,6,18,0,0,6,5,5,1,2,5,1,0,0,1,11,2,2,1,3,6,1,10,16,3,4,4,1,1,0,1,2,4,2,7,0,6,5,0,0,2,4,0,3,3,0,0,10,11,4,3,7,8,2,1,0,0,0,6,9,12,2,6,1,0
4,40,0,0,21,3,17,7,8,12,4,20,5,11,16,5,0,2,11,0,17,5,9,1,0,0,10,3,1,0,0,30,22,0,4,0,8,11,13,2,15,4,0,0,0,0,40,32,10,0,0,0,0,10,2,6,0,0,0,4,0,0,11,22,0,1,7,13,4,21,10,4,14,1,17,41,0,12,0,2,0,0,0,2,9,11,0,10,0,26,4,0,1,12,1,0,4,0,35
5,3,4,6,0,1,1,2,0,2,0,6,0,1,0,8,10,5,5,0,1,4,1,9,9,2,4,6,9,0,0,0,4,8,19,4,6,0,0,1,1,3,7,2,3,0,0,0,0,3,1,5,2,5,2,8,0,15,2,2,3,0,1,0,2,1,0,4,1,0,8,2,0,1,2,1,1,3,9,10,0,4,10,10,3,1,4,1,16,1,0,4,2,3,8,4,6,5,0
0,7,0,6,27,1,0,0,5,13,1,1,13,7,8,1,0,3,0,0,5,7,15,0,0,2,4,3,0,30,0,0,4,0,0,0,9,26,17,0,15,0,0,0,0,0,16,14,0,0,0,0,0,2,0,0,0,0,0,11,0,0,0,7,0,0,14,0,4,14,0,3,1,0,7,11,0,12,0,0,0,1,0,0,5,2,1,9,0,10,6,0,0,0,4,0,1,0,14
2,4,3,0,13,0,0,3,11,35,1,6,10,3,8,6,0,9,2,0,5,18,4,0,0,5,3,10,1,22,4,4,0,0,1,2,0,24,23,0,20,1,3,0,0,0,46,19,1,0,0,1,0,23,1,0,3,0,0,2,0,0,3,14,3,0,4,2,3,17,2,8,1,0,7,4,0,0,0,0,0,0,1,0,16,11,0,29,7,25,9,1,1,6,0,0,11,1,19
4,1,12,2,0,0,0,1,0,0,4,1,0,0,0,4,13,2,1,7,0,1,0,3,11,0,0,3,1,0,8,0,0,0,0,16,1,0,0,0,0,1,6,4,6,7,1,0,0,8,7,2,3,0,0,0,4,0,6,0,1,12,2,0,21,4,0,0,1,0,3,1,0,1,0,1,3,0,5,5,4,1,7,3,0,0,5,0,1,0,0,10,7,0,0,13,1,3,0
11,5,1,4,0,3,8,3,0,7,5,4,1,4,0,12,3,9,1,0,7,6,0,1,2,0,0,1,4,4,19,0,1,0,0,0,4,1,0,4,0,1,7,2,9,1,0,0,4,4,1,10,0,0,1,1,5,8,0,2,0,0,16,0,3,9,2,4,3,0,6,1,5,0,3,0,0,6,2,2,7,5,4,1,0,8,3,1,8,5,3,2,9,7,5,3,14,4,0
1,4,1,4,0,2,1,0,2,0,0,1,0,1,0,4,3,2,1,4,1,2,0,8,0,3,0,1,6,0,4,0,2,16,0,0,0,0,0,2,4,1,5,2,8,4,0,0,0,16,3,0,7,0,0,0,0,1,5,1,0,5,3,0,8,2,3,1,2,0,2,0,1,0,0,0,1,0,5,12,2,2,3,0,0,0,6,1,2,1,0,3,5,4,3,3,2,14,0
7,16,5,3,1,0,23,19,17,16,3,26,1,11,0,6,0,3,18,8,17,10,2,10,0,3,7,22,18,8,6,9,0,1,4,0,0,2,0,6,5,17,5,6,5,0,12,10,6,1,0,0,0,11,1,2,0,3,0,22,0,0,15,0,0,1,9,27,17,0,12,19,6,3,12,4,0,1,1,3,3,2,1,2,8,27,5,4,21,12,10,1,4,19,1,8,36,3,6
9,14,3,0,16,0,7,5,12,9,1,3,6,6,9,9,0,7,10,2,7,15,6,6,1,7,10,6,0,11,0,26,24,0,1,0,2,0,7,2,8,1,0,0,1,0,28,9,1,3,1,0,1,14,1,1,1,1,1,16,2,0,3,15,1,5,20,3,5,21,2,2,12,0,25,1,0,4,1,0,2,2,1,0,18,0,3,24,2,66,12,0,5,8,4,1,15,0,15
0,9,0,1,10,0,1,0,10,12,0,2,11,3,11,0,0,0,0,0,0,9,8,0,0,0,1,0,0,13,0,17,23,0,0,0,0,7,0,0,9,0,1,0,0,0,48,15,0,0,0,0,0,13,0,0,0,1,0,11,0,0,0,10,0,0,19,0,0,18,0,1,1,0,1,10,0,0,0,0,0,0,0,0,18,1,0,12,0,3,8,0,0,0,0,0,0,0,29
1,2,0,3,0,0,4,4,6,3,0,3,1,2,0,4,0,7,10,0,6,0,1,1,0,3,5,1,6,2,1,0,0,0,4,2,6,2,0,0,2,1,9,0,0,1,1,0,4,1,2,2,0,0,1,18,1,7,0,3,4,0,4,0,3,0,9,10,4,0,9,1,0,3,2,2,0,2,3,2,1,8,0,0,6,5,2,2,4,5,2,1,13,2,2,2,15,0,0
2,33,5,2,25,2,0,15,10,15,3,10,18,6,6,4,0,5,10,0,10,5,7,1,2,3,21,5,5,15,1,15,20,0,0,4,5,8,9,2,0,7,7,1,0,0,44,18,3,1,1,0,0,18,0,3,2,4,0,10,1,0,4,11,0,0,16,1,12,23,5,6,16,0,7,26,0,5,0,1,2,1,0,5,23,4,2,16,2,37,5,0,2,6,2,1,6,3,17
3,57,3,3,1,0,4,10,10,13,1,16,0,5,0,7,0,2,7,0,6,4,7,1,0,1,5,0,5,4,3,0,1,1,1,1,17,1,0,1,7,0,10,2,3,0,2,3,5,0,0,0,0,3,0,1,0,10,0,2,2,0,12,0,0,5,8,6,12,0,7,5,8,0,2,15,1,0,0,2,2,2,1,0,1,9,5,1,2,4,1,0,3,13,4,1,21,6,1
5,3,1,4,0,3,2,10,4,5,6,11,0,4,0,4,6,18,6,1,9,13,5,9,2,9,8,5,1,0,7,0,3,6,7,5,5,0,1,9,7,10,0,4,0,4,2,1,9,1,2,1,3,0,6,10,9,5,3,0,0,6,9,0,15,11,6,3,8,1,0,5,4,3,1,7,0,2,4,0,7,0,1,4,7,6,1,4,11,7,11,3,6,4,17,3,10,14,0
5,1,4,2,0,13,12,0,1,1,4,0,0,2,0,4,4,3,0,1,4,0,0,18,2,0,10,1,2,0,2,0,0,4,2,2,6,0,0,0,1,2,4,0,6,1,0,0,3,17,4,2,0,0,3,4,6,7,8,0,0,1,0,0,2,8,0,1,9,0,2,1,0,0,2,0,0,6,1,0,1,3,0,2,2,1,8,2,1,4,2,7,13,2,3,8,1,13,0
8,3,7,3,1,9,8,0,2,1,1,4,0,7,0,14,1,3,6,3,1,1,1,0,1,7,1,0,5,0,3,0,0,6,9,8,5,1,0,0,0,3,0,6,0,10,0,0,0,0,0,4,1,2,0,3,0,4,0,4,2,3,26,0,1,3,2,6,5,0,2,8,0,1,0,0,1,6,2,12,0,3,5,0,0,2,14,2,1,5,0,5,6,5,1,3,0,7,0
0,0,8,1,0,0,0,1,0,0,3,1,0,0,0,1,7,1,2,3,0,1,0,3,0,4,0,2,1,0,0,0,0,7,1,4,0,0,0,1,0,0,4,1,10,0,0,0,0,4,3,7,0,0,3,0,2,3,5,0,6,6,0,0,9,0,0,0,6,0,0,0,0,2,0,0,0,0,9,3,4,0,1,2,2,0,0,0,3,0,0,2,1,0,0,1,0,9,0
0,48,0,0,44,0,5,3,38,35,2,2,20,21,39,17,1,4,16,1,6,20,20,3,0,0,23,15,0,40,0,16,46,1,0,0,12,28,48,1,44,2,2,0,0,0,0,35,8,0,0,0,0,13,2,0,6,0,0,53,0,0,9,29,1,3,29,1,9,22,3,7,15,0,11,59,0,6,0,0,0,3,1,0,18,17,0,50,0,52,18,3,9,17,5,1,7,0,44
2,15,0,0,20,1,1,5,27,18,5,17,17,3,27,5,0,4,7,1,8,21,3,0,0,0,17,1,0,32,0,14,19,0,0,0,10,9,15,0,18,3,1,0,0,0,35,0,3,0,0,0,0,11,0,1,1,0,0,24,0,0,7,43,1,0,26,8,18,84,0,5,6,4,10,33,0,2,0,1,0,1,1,0,20,2,1,28,2,23,9,0,0,14,0,5,2,0,44
19,5,2,0,6,1,2,23,21,9,2,1,6,9,0,4,0,4,11,0,17,10,5,0,0,4,1,5,1,10,0,0,1,0,4,0,6,1,0,4,3,5,9,3,0,0,8,3,0,2,0,0,2,8,0,7,1,0,0,8,0,0,6,0,1,2,12,28,1,2,7,15,2,9,14,23,2,10,0,2,1,2,0,2,19,38,2,3,5,37,12,1,8,5,4,8,17,0,0
4,3,10,2,1,6,0,3,1,2,1,1,0,2,0,2,47,2,0,6,0,2,1,1,5,3,0,4,11,0,3,0,0,8,4,16,1,3,0,1,1,0,1,17,0,4,0,0,2,0,5,15,6,0,3,6,4,6,13,0,6,19,0,0,29,2,0,0,3,0,2,3,1,0,0,4,14,1,17,11,2,0,5,5,4,1,15,0,4,0,0,3,7,2,6,2,1,26,0
1,7,1,0,0,3,0,0,0,1,1,5,0,1,0,2,0,11,0,0,0,1,1,5,3,4,0,0,2,0,1,0,0,7,1,3,0,1,0,2,1,0,2,4,0,3,0,0,0,5,0,1,3,0,0,0,2,20,2,0,3,6,0,0,2,1,0,0,2,0,4,3,0,0,0,1,1,2,4,0,4,10,1,2,3,1,3,1,1,1,0,4,2,5,6,1,1,13,0
0,2,6,5,0,1,0,0,1,0,3,5,0,2,0,6,20,1,2,4,2,0,0,21,3,1,0,0,2,0,5,0,1,2,10,0,0,0,0,2,0,0,1,2,4,7,0,0,0,15,1,0,5,0,3,2,0,1,6,2,3,9,0,0,1,4,0,0,3,0,1,0,0,1,2,0,0,1,7,3,3,1,1,3,1,0,3,0,2,0,0,1,9,7,10,3,0,3,0
4,0,3,3,0,0,0,0,0,0,0,0,0,0,0,2,20,5,0,1,0,0,0,0,5,1,0,0,1,0,2,0,0,3,0,7,0,1,0,0,0,0,3,0,1,0,0,0,2,6,3,5,0,0,1,0,0,4,0,0,14,8,0,0,13,1,0,0,0,0,2,0,0,0,0,0,4,0,10,2,2,0,0,4,0,2,0,0,0,0,0,5,1,1,1,3,1,20,0
0,10,0,0,7,1,3,4,6,11,0,1,4,1,22,6,0,2,4,1,2,8,1,3,1,0,5,0,3,10,5,2,23,0,0,0,11,14,13,0,18,3,0,0,2,0,13,11,8,0,0,0,0,0,1,1,0,0,0,25,0,0,5,9,0,0,21,3,5,13,0,0,0,1,3,2,0,1,0,0,0,5,0,2,22,0,1,9,2,26,8,0,0,2,0,0,5,0,28
3,3,0,8,0,6,6,0,0,2,5,4,0,5,0,10,3,3,0,13,1,6,2,26,2,42,0,10,6,2,2,0,1,0,1,0,1,1,0,1,0,0,6,3,0,3,2,0,0,3,0,3,1,1,0,1,6,10,2,0,1,0,0,0,13,7,1,1,2,0,4,1,0,0,0,0,3,1,0,1,7,1,3,2,0,1,5,10,3,2,2,14,10,1,13,3,0,18,0
0,4,2,0,6,8,3,4,14,3,0,1,5,1,0,8,13,0,20,0,8,3,4,1,0,1,0,0,1,6,8,0,0,0,1,0,2,1,0,18,3,1,10,4,3,0,0,1,7,6,0,2,0,1,1,0,0,0,0,3,0,0,23,0,4,2,11,7,1,0,4,4,9,24,16,0,2,0,0,0,0,11,0,2,0,3,0,0,0,0,11,0,14,2,5,0,22,0,0
3,1,4,8,0,1,3,3,1,4,3,8,0,4,0,5,5,3,0,8,0,8,0,5,0,12,4,8,10,0,0,0,3,4,5,0,0,1,0,1,2,0,9,6,0,2,6,1,1,4,2,0,0,0,6,0,0,7,14,0,9,0,4,0,4,5,1,1,2,0,3,2,1,2,1,2,6,1,1,2,0,0,4,1,0,2,2,1,12,3,2,3,15,1,18,5,2,12,0
7,1,3,14,3,5,8,2,0,7,5,22,0,11,0,8,0,11,5,2,0,6,2,2,5,5,15,8,16,0,15,0,0,0,8,1,3,1,1,7,4,10,5,7,4,3,0,0,0,6,20,1,4,0,10,0,7,0,0,0,0,2,3,0,7,3,0,0,2,0,11,0,6,0,1,4,0,11,0,0,14,10,5,7,2,1,5,0,8,0,0,4,14,3,11,4,5,2,0
0,1,12,1,1,0,2,0,0,1,0,1,0,0,0,3,1,2,2,9,0,1,0,3,1,2,3,0,3,0,2,0,0,6,0,5,0,1,0,0,0,0,3,8,0,5,0,0,0,13,2,6,0,0,2,0,14,0,0,0,0,1,0,0,2,2,0,1,0,0,1,4,0,0,0,0,0,0,0,0,2,2,5,20,1,1,15,0,7,0,0,0,4,0,0,1,0,12,0
0,41,0,3,7,1,14,9,44,11,3,14,24,12,23,5,0,9,17,1,16,14,13,2,0,3,10,3,4,4,2,11,2,0,2,1,22,16,11,3,10,2,0,0,4,0,53,24,8,0,0,2,0,25,0,3,0,0,0,0,0,0,7,11,0,2,25,8,10,29,5,13,12,0,13,30,0,12,0,0,0,0,0,1,9,6,1,17,2,14,15,0,1,27,5,5,7,0,14
0,11,8,8,0,6,1,0,0,2,1,2,0,2,0,3,2,2,0,4,0,4,0,10,7,7,2,3,4,0,3,0,0,1,0,0,0,2,0,4,1,2,0,0,2,6,0,0,0,6,3,3,14,0,1,0,9,0,0,0,0,1,0,0,8,1,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,2,0,1,0,0,0,4,1,0,8,9,1,1,0,4,12,0
0,0,8,2,0,3,1,0,0,0,0,2,0,0,0,0,9,2,0,2,1,0,0,1,9,0,0,0,1,0,0,0,0,12,0,5,0,0,0,0,0,0,6,1,3,6,0,0,0,19,6,9,8,0,0,0,0,2,1,0,1,0,0,0,22,1,0,0,2,0,0,0,0,0,0,0,1,3,19,1,8,0,8,1,0,0,2,0,0,0,0,15,2,1,2,1,3,16,0
18,5,6,7,6,0,6,5,21,6,5,9,7,5,0,16,1,4,26,1,20,6,23,3,0,6,11,10,1,11,1,0,3,2,16,3,15,3,0,4,4,12,9,0,26,0,9,7,6,0,0,0,0,5,0,23,4,3,0,7,0,0,0,0,4,4,17,23,24,0,4,8,4,10,25,0,0,10,0,4,1,9,0,1,9,17,2,5,1,0,6,0,8,6,10,1,22,2,2
